"Date","OriginalPrecipitation","DeltaShiftPrecipitation","OriginalTemperature","DeltaShiftTemperature","ScenarioPrecipitation"
1992-05-26,0.02,0.021,16.87,17.87,0.021
1992-05-27,0,0,19.12,20.12,0
1992-05-28,0,0,18.65,19.65,0
1992-05-29,0,0,18.5,19.5,0
1992-05-30,0,0,19.47,20.47,0
1992-05-31,0.11,0.1155,21.28,22.28,0.1155
1992-06-01,0.03,0.027,21.08,22.08,0.027
1992-06-02,0,0,18.75,19.75,0
1992-06-03,0,0,17.7,18.7,0
1992-06-04,0,0,18.91,19.91,0
1992-06-05,0,0,20.29,21.29,0
1992-06-06,0,0,20.73,21.73,0
1992-06-07,0,0,21.59,22.59,0
1992-06-08,0,0,19.24,20.24,0
1992-06-09,0,0,16.36,17.36,0
1992-06-10,0,0,17.49,18.49,0
1992-06-11,0.73,0.657,15.76,16.76,0.657
1992-06-12,2.25,2.025,16.33,17.33,2.025
1992-06-13,13.18,11.862,16.68,17.68,6.4248510058134
1992-06-14,12.41,11.169,17.95,18.95,11.169
1992-06-15,0.55,0.495,18.52,19.52,0.495
1992-06-16,0.01,0.009,16.67,17.67,0.009
1992-06-17,0,0,14.81,15.81,0
1992-06-18,0.32,0.288,16.42,17.42,0.288
1992-06-19,0.59,0.531,16.78,17.78,0.531
1992-06-20,0.1,0.09,18.48,19.48,0.09
1992-06-21,5.58,5.022,14.22,15.22,5.022
1992-06-22,0.38,0.342,13.03,14.03,0.342
1992-06-23,0,0,14.29,15.29,0
1992-06-24,0.01,0.009,16.5,17.5,0.009
1992-06-25,0,0,17.57,18.57,0
1992-06-26,0.13,0.117,19.61,20.61,0.117
1992-06-27,0.01,0.009,21.24,22.24,0.009
1992-06-28,0,0,19.65,20.65,0
1992-06-29,0,0,18.93,19.93,0
1992-06-30,1.45,1.305,19.54,20.54,1.305
1992-07-01,12.17,10.953,16.77,17.77,10.953
1992-07-02,5.08,4.572,12.6,13.6,4.572
1992-07-03,0.43,0.387,13.56,14.56,0.387
1992-07-04,0.02,0.018,13.53,14.53,0.018
1992-07-05,0.15,0.135,15.31,16.31,0.135
1992-07-06,0.16,0.144,17.48,18.48,0.144
1992-07-07,0.02,0.018,15.55,16.55,0.018
1992-07-08,0,0,17.96,18.96,0
1992-07-09,0,0,18.74,19.74,0
1992-07-10,1.26,1.134,19.24,20.24,1.134
1992-07-11,5.31,4.779,18.4,19.4,4.779
1992-07-12,3.52,3.168,17.03,18.03,3.168
1992-07-13,5.1,4.59,17.68,18.68,4.59
1992-07-14,18.17,16.353,15.25,16.25,15.9261151655293
1992-07-15,2.86,2.574,13.94,14.94,2.574
1992-07-16,0.11,0.099,15.54,16.54,0.099
1992-07-17,0.24,0.216,17.59,18.59,0.216
1992-07-18,16,14.4,15.16,16.16,11.8420866672498
1992-07-19,1.42,1.278,17.68,18.68,1.278
1992-07-20,1.71,1.539,18.53,19.53,1.539
1992-07-21,0.1,0.09,20.4,21.4,0.09
1992-07-22,0.5,0.45,20.98,21.98,0.45
1992-07-23,0.19,0.171,19.35,20.35,0.171
1992-07-24,0.01,0.009,19.84,20.84,0.009
1992-07-25,0,0,20.93,21.93,0
1992-07-26,1.29,1.161,20.84,21.84,1.161
1992-07-27,0.82,0.738,17.42,18.42,0.738
1992-07-28,58.92,53.028,13.82,14.82,78.2705549007948
1992-07-29,3.39,3.051,17.01,18.01,3.051
1992-07-30,0.39,0.351,16.8,17.8,0.351
1992-07-31,0.27,0.243,16.45,17.45,0.243
1992-08-01,0.02,0.018,16.62,17.62,0.018
1992-08-02,1.18,1.062,17.59,18.59,1.062
1992-08-03,0.42,0.378,18.13,19.13,0.378
1992-08-04,14.64,13.176,17.62,18.62,9.05046467947125
1992-08-05,0.88,0.792,16.85,17.85,0.792
1992-08-06,5.75,5.175,17.25,18.25,5.175
1992-08-07,0.55,0.495,17.01,18.01,0.495
1992-08-08,0,0,16.98,17.98,0
1992-08-09,0.41,0.369,15.77,16.77,0.369
1992-08-10,2.06,1.854,21.27,22.27,1.854
1992-08-11,2.3,2.07,19.87,20.87,2.07
1992-08-12,0.69,0.621,17.03,18.03,0.621
1992-08-13,11.57,10.413,15.03,16.03,10.413
1992-08-14,11.8,10.62,14.16,15.16,10.62
1992-08-15,2.2,1.98,15.07,16.07,1.98
1992-08-16,0.45,0.405,16.15,17.15,0.405
1992-08-17,4.7,4.23,14.97,15.97,4.23
1992-08-18,8.81,7.929,14.88,15.88,7.929
1992-08-19,1.7,1.53,14.89,15.89,1.53
1992-08-20,0.24,0.216,15.84,16.84,0.216
1992-08-21,0.11,0.099,14.17,15.17,0.099
1992-08-22,1.03,0.927,13.43,14.43,0.927
1992-08-23,0.82,0.738,15.12,16.12,0.738
1992-08-24,4.81,4.329,14.63,15.63,4.329
1992-08-25,2.98,2.682,13.75,14.75,2.682
1992-08-26,0.94,0.846,13.6,14.6,0.846
1992-08-27,0.83,0.747,14.6,15.6,0.747
1992-08-28,8.31,7.479,16.49,17.49,7.479
1992-08-29,2.92,2.628,15.91,16.91,2.628
1992-08-30,2.48,2.232,14.56,15.56,2.232
1992-08-31,9.4,8.46,14.19,15.19,8.46
1992-09-01,28.49,28.49,11.9,12.9,39.6396410493219
1992-09-02,2.3,2.3,13.43,14.43,2.3
1992-09-03,5.28,5.28,12.72,13.72,5.28
1992-09-04,1.36,1.36,12.81,13.81,1.36
1992-09-05,1.18,1.18,9.66,10.66,1.18
1992-09-06,0.18,0.18,9.23,10.23,0.18
1992-09-07,0,0,9.02,10.02,0
1992-09-08,2.87,2.87,9.67,10.67,2.87
1992-09-09,0.28,0.28,11.56,12.56,0.28
1992-09-10,0.01,0.01,13.45,14.45,0.01
1992-09-11,0,0,13.15,14.15,0
1992-09-12,0.11,0.11,13.09,14.09,0.11
1992-09-13,0.01,0.01,11.62,12.62,0.01
1992-09-14,1.19,1.19,10.43,11.43,1.19
1992-09-15,0.45,0.45,11.09,12.09,0.45
1992-09-16,1.45,1.45,11.33,12.33,1.45
1992-09-17,0.83,0.83,11.06,12.06,0.83
1992-09-18,0.03,0.03,9.97,10.97,0.03
1992-09-19,0.01,0.01,11.31,12.31,0.01
1992-09-20,0.11,0.11,10.94,11.94,0.11
1992-09-21,1.31,1.31,10.46,11.46,1.31
1992-09-22,0.1,0.1,12.22,13.22,0.1
1992-09-23,0,0,13.1,14.1,0
1992-09-24,0.01,0.01,13.1,14.1,0.01
1992-09-25,0.01,0.01,12.4,13.4,0.01
1992-09-26,0.05,0.05,12.7,13.7,0.05
1992-09-27,0.02,0.02,11.01,12.01,0.02
1992-09-28,0,0,8.99,9.99,0
1992-09-29,0.39,0.39,9.99,10.99,0.39
1992-09-30,0.04,0.04,9.11,10.11,0.04
1992-10-01,0.07,0.07,7.97,8.97,0.07
1992-10-02,0.01,0.01,6.45,7.45,0.01
1992-10-03,0.09,0.09,6.82,7.82,0.09
1992-10-04,0.02,0.02,7.81,8.81,0.02
1992-10-05,0,0,8.05,9.05,0
1992-10-06,0,0,6.71,7.71,0
1992-10-07,0,0,6.87,7.87,0
1992-10-08,0.11,0.11,10.79,11.79,0.11
1992-10-09,3.27,3.27,6.02,7.02,3.27
1992-10-10,0.14,0.14,4.89,5.89,0.14
1992-10-11,0.49,0.49,4.64,5.64,0.49
1992-10-12,0.07,0.07,0.66,1.66,0.07
1992-10-13,1.02,1.02,-0.15,0.85,1.02
1992-10-14,2.44,2.44,3.43,4.43,2.44
1992-10-15,8.27,8.27,3.08,4.08,8.27
1992-10-16,5.81,5.81,3.96,4.96,5.81
1992-10-17,8.69,8.69,2,3,8.69
1992-10-18,0.47,0.47,1.14,2.14,0.47
1992-10-19,0.32,0.32,4.28,5.28,0.32
1992-10-20,4.32,4.32,4.08,5.08,4.32
1992-10-21,4.37,4.37,3.18,4.18,4.37
1992-10-22,15.21,15.21,2.63,3.63,13.462798410023
1992-10-23,3.61,3.61,2.25,3.25,3.61
1992-10-24,0.15,0.15,1.51,2.51,0.15
1992-10-25,0.03,0.03,1.47,2.47,0.03
1992-10-26,0.01,0.01,0.56,1.56,0.01
1992-10-27,0.01,0.01,-0.71,0.29,0.01
1992-10-28,1.42,1.42,-0.3,0.7,1.42
1992-10-29,4.13,4.13,-0.66,0.34,4.13
1992-10-30,0.31,0.31,-4.69,-3.69,0.31
1992-10-31,4.76,4.76,-2.64,-1.64,4.76
1992-11-01,1.57,1.727,1.87,2.87,1.727
1992-11-02,4.42,4.862,5.13,6.13,4.862
1992-11-03,5.09,5.599,5.24,6.24,5.599
1992-11-04,2.64,2.904,3.77,4.77,2.904
1992-11-05,0.29,0.319,-1.03,-0.03,0.319
1992-11-06,5.59,6.149,2.31,3.31,6.149
1992-11-07,0.7,0.77,3.15,4.15,0.77
1992-11-08,0.03,0.033,-1.23,-0.23,0.033
1992-11-09,0,0,-0.58,0.42,0
1992-11-10,1.46,1.606,2.93,3.93,1.606
1992-11-11,1.85,2.035,4.15,5.15,2.035
1992-11-12,23.27,25.597,2.63,3.63,34.3452383224939
1992-11-13,4.4,4.84,1.48,2.48,4.84
1992-11-14,1.62,1.782,-0.36,0.64,1.782
1992-11-15,0.44,0.484,0.73,1.73,0.484
1992-11-16,0.64,0.704,-0.35,0.65,0.704
1992-11-17,0.07,0.077,-0.95,0.05,0.077
1992-11-18,2.65,2.915,2.42,3.42,2.915
1992-11-19,6.14,6.754,1.47,2.47,6.754
1992-11-20,5.65,6.215,0.87,1.87,6.215
1992-11-21,1.56,1.716,-0.91,0.09,1.716
1992-11-22,0.28,0.308,-2.47,-1.47,0.308
1992-11-23,0.25,0.275,-5.48,-4.48,0.275
1992-11-24,10.8,11.88,2,3,6.46786994597307
1992-11-25,3.81,4.191,0.5,1.5,4.191
1992-11-26,0.99,1.089,3.62,4.62,1.089
1992-11-27,0.38,0.418,2.33,3.33,0.418
1992-11-28,3.83,4.213,1.75,2.75,4.213
1992-11-29,1.53,1.683,1.96,2.96,1.683
1992-11-30,0.12,0.132,1.77,2.77,0.132
1992-12-01,1.46,1.606,5.16,6.16,1.606
1992-12-02,2.52,2.772,6,7,2.772
1992-12-03,6.99,7.689,5.42,6.42,7.689
1992-12-04,3.27,3.597,3.61,4.61,3.597
1992-12-05,0.71,0.781,2.21,3.21,0.781
1992-12-06,0.14,0.154,2.75,3.75,0.154
1992-12-07,0.13,0.143,2.12,3.12,0.143
1992-12-08,0.06,0.066,0.36,1.36,0.066
1992-12-09,0.19,0.209,-0.88,0.12,0.209
1992-12-10,0.16,0.176,1.15,2.15,0.176
1992-12-11,2.38,2.618,2.75,3.75,2.618
1992-12-12,0.2,0.22,-0.6,0.4,0.22
1992-12-13,0.02,0.022,-3.42,-2.42,0.022
1992-12-14,3.21,3.531,-1.16,-0.16,3.531
1992-12-15,0.3,0.33,6.32,7.32,0.33
1992-12-16,0.05,0.055,5.1,6.1,0.055
1992-12-17,0.07,0.077,3.13,4.13,0.077
1992-12-18,0.12,0.132,1.73,2.73,0.132
1992-12-19,5.09,5.599,2.98,3.98,5.599
1992-12-20,0.31,0.341,-2.1,-1.1,0.341
1992-12-21,0,0,-5.74,-4.74,0
1992-12-22,0,0,-4.16,-3.16,0
1992-12-23,0.01,0.011,-3.8,-2.8,0.011
1992-12-24,0.04,0.044,-2.31,-1.31,0.044
1992-12-25,0.16,0.176,0.98,1.98,0.176
1992-12-26,0.01,0.011,1.02,2.02,0.011
1992-12-27,0,0,-2.46,-1.46,0
1992-12-28,0,0,-1.33,-0.33,0
1992-12-29,0,0,0.87,1.87,0
1992-12-30,0.01,0.011,-3.5,-2.5,0.011
1992-12-31,0.35,0.385,-1.93,-0.93,0.385
1993-01-01,0.16,0.176,-0.53,0.47,0.176
1993-01-02,0.05,0.055,-1.45,-0.45,0.055
1993-01-03,0,0,-2.72,-1.72,0
1993-01-04,0,0,-4.23,-3.23,0
1993-01-05,0.65,0.715,-3.58,-2.58,0.715
1993-01-06,0.16,0.176,2.73,3.73,0.176
1993-01-07,0,0,-0.03,0.97,0
1993-01-08,0.76,0.836,0.7,1.7,0.836
1993-01-09,0.75,0.825,1.87,2.87,0.825
1993-01-10,0.96,1.056,2.52,3.52,1.056
1993-01-11,6.08,6.688,2.76,3.76,6.688
1993-01-12,0.37,0.407,1.37,2.37,0.407
1993-01-13,0.01,0.011,2.64,3.64,0.011
1993-01-14,9.85,10.835,1.22,2.22,10.835
1993-01-15,2.28,2.508,1.53,2.53,2.508
1993-01-16,1.53,1.683,4.08,5.08,1.683
1993-01-17,1.55,1.705,5.06,6.06,1.705
1993-01-18,0.12,0.132,3.69,4.69,0.132
1993-01-19,0.01,0.011,0.66,1.66,0.011
1993-01-20,1.43,1.573,1.22,2.22,1.573
1993-01-21,1.95,2.145,3.64,4.64,2.145
1993-01-22,7.96,8.756,3.89,4.89,8.756
1993-01-23,0.53,0.583,-0.27,0.73,0.583
1993-01-24,10.06,11.066,-1.37,-0.37,11.066
1993-01-25,2.58,2.838,-4.42,-3.42,2.838
1993-01-26,0.4,0.44,-8.23,-7.23,0.44
1993-01-27,0.02,0.022,-7.49,-6.49,0.022
1993-01-28,0.01,0.011,-5.99,-4.99,0.011
1993-01-29,0,0,-9.82,-8.82,0
1993-01-30,0,0,-4.83,-3.83,0
1993-01-31,0.03,0.033,-0.41,0.59,0.033
1993-02-01,0,0,1.16,2.16,0
1993-02-02,0.01,0.011,0.23,1.23,0.011
1993-02-03,0,0,4.46,5.46,0
1993-02-04,0,0,6.45,7.45,0
1993-02-05,3.31,3.641,1.37,2.37,3.641
1993-02-06,0.19,0.209,-0.97,0.03,0.209
1993-02-07,0,0,-1.53,-0.53,0
1993-02-08,0.01,0.011,1.69,2.69,0.011
1993-02-09,0,0,1.41,2.41,0
1993-02-10,0.12,0.132,0.21,1.21,0.132
1993-02-11,0.04,0.044,-0.68,0.32,0.044
1993-02-12,0.04,0.044,0.02,1.02,0.044
1993-02-13,0.01,0.011,-0.67,0.33,0.011
1993-02-14,0.01,0.011,-1.63,-0.63,0.011
1993-02-15,0.79,0.869,1.15,2.15,0.869
1993-02-16,0.73,0.803,1.54,2.54,0.803
1993-02-17,1.32,1.452,-0.05,0.95,1.452
1993-02-18,3.64,4.004,-0.34,0.66,4.004
1993-02-19,5.7,6.27,-0.6,0.4,6.27
1993-02-20,0.9,0.99,-7.18,-6.18,0.99
1993-02-21,0.45,0.495,-8.48,-7.48,0.495
1993-02-22,0.44,0.484,-8.43,-7.43,0.484
1993-02-23,0.41,0.451,-5.13,-4.13,0.451
1993-02-24,0.08,0.088,-5,-4,0.088
1993-02-25,0.04,0.044,-5.62,-4.62,0.044
1993-02-26,0.13,0.143,-2.54,-1.54,0.143
1993-02-27,0.99,1.089,-1.69,-0.69,1.089
1993-02-28,1.52,1.672,-1.6,-0.6,1.672
1993-03-01,0.28,0.294,-3.13,-2.13,0.294
1993-03-02,0.09,0.0945,-4.78,-3.78,0.0945
1993-03-03,0.01,0.0105,-6.55,-5.55,0.0105
1993-03-04,1.75,1.8375,-1.56,-0.56,1.8375
1993-03-05,4.78,5.019,-0.36,0.64,5.019
1993-03-06,0.48,0.504,0.26,1.26,0.504
1993-03-07,0.04,0.042,-2.55,-1.55,0.042
1993-03-08,0.01,0.0105,-1.81,-0.81,0.0105
1993-03-09,0,0,0.55,1.55,0
1993-03-10,0.02,0.021,-0.88,0.12,0.021
1993-03-11,0,0,-2.38,-1.38,0
1993-03-12,0,0,-1.53,-0.53,0
1993-03-13,0.03,0.0315,0.6,1.6,0.0315
1993-03-14,0.04,0.042,3.13,4.13,0.042
1993-03-15,0,0,5.4,6.4,0
1993-03-16,0.42,0.441,5.96,6.96,0.441
1993-03-17,1.58,1.659,5.29,6.29,1.659
1993-03-18,2.81,2.9505,4.4,5.4,2.9505
1993-03-19,0.65,0.6825,3.62,4.62,0.6825
1993-03-20,1.5,1.575,5.2,6.2,1.575
1993-03-21,0.15,0.1575,6.03,7.03,0.1575
1993-03-22,0.04,0.042,4.72,5.72,0.042
1993-03-23,5.23,5.4915,4.36,5.36,5.4915
1993-03-24,1.95,2.0475,2.43,3.43,2.0475
1993-03-25,0.51,0.5355,1.12,2.12,0.5355
1993-03-26,0.21,0.2205,0.32,1.32,0.2205
1993-03-27,0.16,0.168,-0.15,0.85,0.168
1993-03-28,1.3,1.365,-0.65,0.35,1.365
1993-03-29,0.4,0.42,0,1,0.42
1993-03-30,2.19,2.2995,0.28,1.28,2.2995
1993-03-31,2.33,2.4465,1.77,2.77,2.4465
1993-04-01,0.41,0.4305,2.38,3.38,0.4305
1993-04-02,0.04,0.042,2.95,3.95,0.042
1993-04-03,0,0,3.34,4.34,0
1993-04-04,0.77,0.8085,2.5,3.5,0.8085
1993-04-05,6.09,6.3945,2.33,3.33,6.3945
1993-04-06,3.81,4.0005,3.81,4.81,4.0005
1993-04-07,11.6,12.18,2.85,3.85,7.08817367241629
1993-04-08,1.48,1.554,0.31,1.31,1.554
1993-04-09,0.04,0.042,-0.8,0.2,0.042
1993-04-10,0,0,-0.09,0.91,0
1993-04-11,0,0,0.92,1.92,0
1993-04-12,0,0,1.22,2.22,0
1993-04-13,0,0,1.85,2.85,0
1993-04-14,0,0,2.88,3.88,0
1993-04-15,0.03,0.0315,2.64,3.64,0.0315
1993-04-16,0,0,4.58,5.58,0
1993-04-17,5.53,5.8065,5.56,6.56,5.8065
1993-04-18,1.5,1.575,5.43,6.43,1.575
1993-04-19,5.1,5.355,2.61,3.61,5.355
1993-04-20,0.73,0.7665,1.88,2.88,0.7665
1993-04-21,2.22,2.331,5.96,6.96,2.331
1993-04-22,0.5,0.525,9.08,10.08,0.525
1993-04-23,2.23,2.3415,10,11,2.3415
1993-04-24,0.27,0.2835,11.64,12.64,0.2835
1993-04-25,0,0,12.54,13.54,0
1993-04-26,0,0,14.6,15.6,0
1993-04-27,0,0,17.14,18.14,0
1993-04-28,0,0,11.39,12.39,0
1993-04-29,0,0,10.4,11.4,0
1993-04-30,0,0,12.65,13.65,0
1993-05-01,0,0,13.19,14.19,0
1993-05-02,0,0,14.54,15.54,0
1993-05-03,0.22,0.231,14.18,15.18,0.231
1993-05-04,0.03,0.0315,10.19,11.19,0.0315
1993-05-05,0.4,0.42,9.44,10.44,0.42
1993-05-06,4.08,4.284,11.78,12.78,4.284
1993-05-07,0.43,0.4515,15.65,16.65,0.4515
1993-05-08,0.02,0.021,15.25,16.25,0.021
1993-05-09,0,0,13.73,14.73,0
1993-05-10,0,0,14.42,15.42,0
1993-05-11,0,0,15.71,16.71,0
1993-05-12,0,0,16.47,17.47,0
1993-05-13,0.89,0.9345,14.38,15.38,0.9345
1993-05-14,0.44,0.462,15.82,16.82,0.462
1993-05-15,0.07,0.0735,18.9,19.9,0.0735
1993-05-16,0.51,0.5355,14.8,15.8,0.5355
1993-05-17,0.04,0.042,14.61,15.61,0.042
1993-05-18,0,0,16.15,17.15,0
1993-05-19,0,0,17.15,18.15,0
1993-05-20,0,0,19.44,20.44,0
1993-05-21,1.08,1.134,19.63,20.63,1.134
1993-05-22,0.1,0.105,16.95,17.95,0.105
1993-05-23,0,0,18.97,19.97,0
1993-05-24,7.84,8.232,18.27,19.27,8.232
1993-05-25,12.87,13.5135,9.36,10.36,9.7989806965295
1993-05-26,0.57,0.5985,9.28,10.28,0.5985
1993-05-27,0.29,0.3045,11.15,12.15,0.3045
1993-05-28,2.09,2.1945,10.38,11.38,2.1945
1993-05-29,1.08,1.134,13.11,14.11,1.134
1993-05-30,3.2,3.36,9.22,10.22,3.36
1993-05-31,3.56,3.738,11.82,12.82,3.738
1993-06-01,4.8,4.32,12.78,13.78,4.32
1993-06-02,4.7,4.23,11.52,12.52,4.23
1993-06-03,0.41,0.369,10.28,11.28,0.369
1993-06-04,0,0,13.02,14.02,0
1993-06-05,0.06,0.054,15.83,16.83,0.054
1993-06-06,1.08,0.972,14.24,15.24,0.972
1993-06-07,0.79,0.711,13.35,14.35,0.711
1993-06-08,0.04,0.036,13.35,14.35,0.036
1993-06-09,0.03,0.027,16.93,17.93,0.027
1993-06-10,0.3,0.27,17.96,18.96,0.27
1993-06-11,2.38,2.142,12.58,13.58,2.142
1993-06-12,7.78,7.002,8.96,9.96,7.002
1993-06-13,15.74,14.166,9.46,10.46,11.1839112965339
1993-06-14,1.46,1.314,11.23,12.23,1.314
1993-06-15,13.77,12.393,10.45,11.45,7.416697381087
1993-06-16,1.61,1.449,11.54,12.54,1.449
1993-06-17,3.57,3.213,12.43,13.43,3.213
1993-06-18,3.67,3.303,12.16,13.16,3.303
1993-06-19,2.38,2.142,13.71,14.71,2.142
1993-06-20,5.64,5.076,12.9,13.9,5.076
1993-06-21,10.96,9.864,11.26,12.26,9.864
1993-06-22,1.81,1.629,11.84,12.84,1.629
1993-06-23,0.59,0.531,11.81,12.81,0.531
1993-06-24,0.28,0.252,12.88,13.88,0.252
1993-06-25,0.92,0.828,11.97,12.97,0.828
1993-06-26,0.62,0.558,14.41,15.41,0.558
1993-06-27,2.12,1.908,15,16,1.908
1993-06-28,1.32,1.188,15.4,16.4,1.188
1993-06-29,0.46,0.414,15,16,0.414
1993-06-30,0.05,0.045,16.44,17.44,0.045
1993-07-01,0.31,0.279,17.59,18.59,0.279
1993-07-02,0.03,0.027,19.05,20.05,0.027
1993-07-03,3.39,3.051,15.64,16.64,3.051
1993-07-04,0.67,0.603,16.58,17.58,0.603
1993-07-05,5.68,5.112,15.4,16.4,5.112
1993-07-06,0.84,0.756,14.16,15.16,0.756
1993-07-07,0.87,0.783,13.37,14.37,0.783
1993-07-08,0.15,0.135,15.38,16.38,0.135
1993-07-09,9.14,8.226,15.04,16.04,8.226
1993-07-10,2.54,2.286,18.21,19.21,2.286
1993-07-11,1.85,1.665,14.14,15.14,1.665
1993-07-12,6.27,5.643,16.28,17.28,5.643
1993-07-13,2.31,2.079,15.07,16.07,2.079
1993-07-14,1.27,1.143,16.52,17.52,1.143
1993-07-15,2.09,1.881,16.06,17.06,1.881
1993-07-16,0.15,0.135,16.93,17.93,0.135
1993-07-17,0.04,0.036,18.45,19.45,0.036
1993-07-18,1.6,1.44,17.88,18.88,1.44
1993-07-19,0.28,0.252,17.57,18.57,0.252
1993-07-20,0.76,0.684,17.68,18.68,0.684
1993-07-21,9.76,8.784,14.82,15.82,8.784
1993-07-22,10.82,9.738,15.85,16.85,9.738
1993-07-23,5.3,4.77,15.56,16.56,4.77
1993-07-24,2.11,1.899,16.6,17.6,1.899
1993-07-25,0.59,0.531,17.22,18.22,0.531
1993-07-26,11.21,10.089,14.39,15.39,10.089
1993-07-27,1.95,1.755,14.76,15.76,1.755
1993-07-28,0.83,0.747,14.82,15.82,0.747
1993-07-29,0.97,0.873,15.98,16.98,0.873
1993-07-30,2.9,2.61,15.63,16.63,2.61
1993-07-31,18.64,16.776,15.96,16.96,16.6801359023014
1993-08-01,2.19,1.971,15.05,16.05,1.971
1993-08-02,0.05,0.045,15.15,16.15,0.045
1993-08-03,1.54,1.386,16.67,17.67,1.386
1993-08-04,1.1,0.99,15.82,16.82,0.99
1993-08-05,0.34,0.306,16.06,17.06,0.306
1993-08-06,2.73,2.457,15.16,16.16,2.457
1993-08-07,46.19,41.571,14.17,15.17,60.7196933850921
1993-08-08,2.53,2.277,15.61,16.61,2.277
1993-08-09,3.38,3.042,16.14,17.14,3.042
1993-08-10,14.53,13.077,14.94,15.94,8.82795120583297
1993-08-11,2.07,1.863,14.2,15.2,1.863
1993-08-12,2.75,2.475,14.77,15.77,2.475
1993-08-13,18.15,16.335,13.81,14.81,15.8353016429614
1993-08-14,0.89,0.801,14.03,15.03,0.801
1993-08-15,2.78,2.502,13.92,14.92,2.502
1993-08-16,6.82,6.138,16.28,17.28,6.138
1993-08-17,7.18,6.462,13.48,14.48,6.462
1993-08-18,0.59,0.531,13.08,14.08,0.531
1993-08-19,0,0,13.73,14.73,0
1993-08-20,0.18,0.162,14.08,15.08,0.162
1993-08-21,9.15,8.235,12.47,13.47,8.235
1993-08-22,6.26,5.634,11.78,12.78,5.634
1993-08-23,10.33,9.297,10.62,11.62,9.297
1993-08-24,6.08,5.472,10.06,11.06,5.472
1993-08-25,1.4,1.26,11.82,12.82,1.26
1993-08-26,3.56,3.204,10.8,11.8,3.204
1993-08-27,0.61,0.549,10.32,11.32,0.549
1993-08-28,0.94,0.846,11.35,12.35,0.846
1993-08-29,0.16,0.144,12.22,13.22,0.144
1993-08-30,23.24,20.916,10.87,11.87,25.6224283267689
1993-08-31,2.55,2.295,11.07,12.07,2.295
1993-09-01,0.17,0.17,11.25,12.25,0.17
1993-09-02,2.01,2.01,12.43,13.43,2.01
1993-09-03,0.62,0.62,9.81,10.81,0.62
1993-09-04,2.58,2.58,8.59,9.59,2.58
1993-09-05,0.42,0.42,9.63,10.63,0.42
1993-09-06,2.49,2.49,10.17,11.17,2.49
1993-09-07,0.12,0.12,8.81,9.81,0.12
1993-09-08,0,0,9.68,10.68,0
1993-09-09,0.05,0.05,10.27,11.27,0.05
1993-09-10,0.11,0.11,10.42,11.42,0.11
1993-09-11,0.07,0.07,9.09,10.09,0.07
1993-09-12,0.87,0.87,7.93,8.93,0.87
1993-09-13,1.3,1.3,7.52,8.52,1.3
1993-09-14,0.5,0.5,7.48,8.48,0.5
1993-09-15,5.5,5.5,6.72,7.72,5.5
1993-09-16,15.14,15.14,5.73,6.73,13.3378496950382
1993-09-17,1.19,1.19,6.92,7.92,1.19
1993-09-18,0.01,0.01,5.7,6.7,0.01
1993-09-19,0,0,7.13,8.13,0
1993-09-20,0,0,8.11,9.11,0
1993-09-21,0.46,0.46,9.88,10.88,0.46
1993-09-22,0.43,0.43,12.13,13.13,0.43
1993-09-23,3.63,3.63,9.08,10.08,3.63
1993-09-24,0.56,0.56,8.24,9.24,0.56
1993-09-25,0.4,0.4,8.18,9.18,0.4
1993-09-26,0.14,0.14,7.8,8.8,0.14
1993-09-27,0.01,0.01,7.09,8.09,0.01
1993-09-28,0,0,6.41,7.41,0
1993-09-29,0,0,5,6,0
1993-09-30,0.08,0.08,5.18,6.18,0.08
1993-10-01,0.01,0.01,5.32,6.32,0.01
1993-10-02,0.01,0.01,6.35,7.35,0.01
1993-10-03,0.59,0.59,7.02,8.02,0.59
1993-10-04,1.52,1.52,10.74,11.74,1.52
1993-10-05,0.68,0.68,11.43,12.43,0.68
1993-10-06,1.07,1.07,10.35,11.35,1.07
1993-10-07,1.88,1.88,11.31,12.31,1.88
1993-10-08,1.57,1.57,10.67,11.67,1.57
1993-10-09,0.86,0.86,8.67,9.67,0.86
1993-10-10,15.61,15.61,9.33,10.33,14.3117156857051
1993-10-11,4.82,4.82,8.18,9.18,4.82
1993-10-12,5.02,5.02,8.46,9.46,5.02
1993-10-13,4.35,4.35,8.17,9.17,4.35
1993-10-14,0.17,0.17,1.96,2.96,0.17
1993-10-15,0,0,-0.1,0.9,0
1993-10-16,6.95,6.95,1.12,2.12,6.95
1993-10-17,4.32,4.32,-0.25,0.75,4.32
1993-10-18,0.2,0.2,1.29,2.29,0.2
1993-10-19,0,0,5.75,6.75,0
1993-10-20,1.63,1.63,5.72,6.72,1.63
1993-10-21,12.05,12.05,2.87,3.87,6.74863824430675
1993-10-22,0.77,0.77,-0.09,0.91,0.77
1993-10-23,0,0,-1.22,-0.22,0
1993-10-24,0,0,0.83,1.83,0
1993-10-25,0,0,3.14,4.14,0
1993-10-26,1.5,1.5,6.03,7.03,1.5
1993-10-27,0.15,0.15,5.69,6.69,0.15
1993-10-28,0,0,3.87,4.87,0
1993-10-29,0,0,0.13,1.13,0
1993-10-30,0.07,0.07,-0.16,0.84,0.07
1993-10-31,0.01,0.01,0.72,1.72,0.01
1993-11-01,0.02,0.022,-0.47,0.53,0.022
1993-11-02,0.12,0.132,-0.09,0.91,0.132
